movie,sentence,score
범죄도시2,배우들의 연기 모두 완벽했습니다.특히 손석구배우님이 연기하실 때 소름 돋았습니다.중간중간마다 나온 웃긴 장면과 액션이 좋았습니다.다음에 또 볼 것 같네요. ,10
범죄도시2,확실히 1편 보다 재미와 코믹요소들도 잘 표현되었고 영화 보는 내내 몰입감이 끊기지 않을정도로 정말 재밌게 잘봤어요  이번 시즌2는 대박날꺼 같습니다,9
방법: 재차의,반전은 예상가능하나 흐름이 흥미로워서 높은점수 주고싶다.,8
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미의 호러 기법이 마블에 흡수되면서 희귀종이 나왔다.,8
범죄도시2,"1을 뛰어넘는 작품 속편이 더 재밌다니, 그리고 베트남에서 찍지 않고 국내 올로케라니 더 놀라움",10
그대가 조국,모든 국민이 한번 봐야 할 다큐. 권력 언론 그리고 검찰. 이들의 정의롭지 못한 무자비한 카르텔에 무참히 무너지는 그대가 조국. 이 될수도 있다. 그럼에도 불구하고 정의와 진실을 찾기위해 끝까지 애쓰는 아무개들. 그려 우리나라를 지탱해온건 아무개들 이었다!!! ,10
범죄도시2,진짜 최고였습니다.특히 강해상역 손석구씨의 잔인함은 장첸을 넘더군요.범죄도시2가 청소년관람불가였으면 손석구씨가 윤계상씨보다 더 잔인하게 나왔을 것 같습니다.근데 최귀화씨 1편에서는 버럭 캐릭터에서 2편에서는 코믹한 캐릭터로 바뀌었더라구요ㅋㅋ,10
범죄도시2,손석구 배우 연기가 한마리 미쳐 날뛰는 사자 같았음.. 영화 후반엔 눈빛이 사람이 아니라 짐승같더라.. ,9
어카운턴트,정말 명작입니다 신선해요,10
범죄도시2,간만에  너무너무 재미있게 봤어요깨알 코믹부분과..절대 지루하지 않은스토리..잔인함은 두배네요,10
그대가 조국,영화가 끝날때 출연자와 제작진이 걱정되기 시작한다.,10
범죄도시2,범죄도시3 존버 …..,10
그대가 조국,그당시에 의혹보도가 엄청나길래 조국이 위선자라 생각했음. 그런데 보도에 비해서 범죄사실은 표창장 하나라는데 표창장위조치고는 형량이또 너무 높은게아닌가싶기도하고 계속의문이었어서 궁금증에 영화를 보게됐음. 보고나서느낀바는 보길잘했다. 궁금증이풀렸다. 이런일들이 있었구나. 왜그렇게까지했는지 좀더 알아보고싶은 마음이 생기게됨.,10
그대가 조국,"검찰이 어떤놈들인지 알고 있었고, 지금도 그렇고, 앞으로도 그럴놈들검찰 개혁은 그래서 필요하다",10
해적: 도깨비 깃발,웃음이 터져야 할 장면에서 헛웃음만 터짐.. 너무 유치해서 웃을수가 없었ㄷㅏ,2
숨바꼭질,"디테일한부분은 솔직히 굳이? 왜? 이런부분이많지만 연기,분위기,영상미,,배경음같은거 기존 한국공포영화 역대급인데 .. 평이 왜이런지 이것보다 더 좋은 작품있으면 추천좀해봐요 나도 좀 보게 평점테러하지말고 ",8
그대가 조국,"여전히, 꿋꿋이 조국을 응원합니다!",10
재밌는 영화,이건 대한민국 최초의 패러디로서의 의미만 갖고서도 좋은 작품임.,10
그대가 조국,"조국장관님의 검찰개혁을 위한 굳건한 의지와 살신성인의 마음이 고스란히 느껴지는 영화였다. 반면,, 추악하고 비겁한 윤석렬 검찰과 국힘, 그리고 권력의 시녀로 전락한 언론의 편향적인 취재보도의 행태는 영화를 보는내내 불편하게 만들었다. 국민이 진정 원하고 바라는 검찰개혁, 언론개혁이 완수 될 때까지 이 영화를 계속 보고 기억 할 것이다. 조국장관님,, 우리가 함께 할테니 힘 내시고 건강 꼭 챙기세요^^ ",10
그대가 조국,검찰개혁!!좋빠가~!!!,10
그대가 조국,영화보고 펑펑울었습니다. ㅜㅜ,1
그대가 조국,할말무...ㅋㅋㅌㅋ ,1
범죄도시2,장이수 강해성 제외 연기 발암이었음범죄도시1은 진짜 두 말할 필요 없이 인정이었으나 역시 구관이 명관이라고 평점 조정좀 해줘야겠음. ,1
범죄도시2,보통 속편은 기대치에 못미치는게 대부분인데 1편 못지않게 시간가는줄 모르고 봤음. 범죄도시는 우리나라 시리즈 영화 중 가장 길게 성공하지 않을까 예상,9
저주의 산뗏,아리아리아리아리아리,6
범죄도시2,우리의 친절한구씨를 되찾으러 나해보러갑니다..,10
그대가 조국,진짜 궁금한데 조국을 커버치는건 님들 자녀들이 그런걸 당한게 억울하지가 않은 거임?,2
범죄도시2,오오 손석구님 ㅎ 윤계상 없어서 아쉬웠는데 잘 봤어용~,8
어부바,정준호가 뭐에 낚여서 촬영한거 같은 그런느낌을 받았습니다.영화는 기본적으로 주연배우가 극을 이끌어 가야 되는건데 참 배우가 아까웠다.그리고 그배우는 작품컨택을 잘 하지 못했다.좋은 연기력 아까운데 쓰지 마세요.이럴바엔 다작배우하는게...,4
닥터 스트레인지: 대혼돈의 멀티버스,호러 좀비물 같기도 한데 재밌네요꼭 완다비젼 보고 보세요그래야 개연성이 있게 느껴지고 공감이됨,9
범죄도시2,두번 모두 잼게 봤네!역시 동석형,8
그대가 조국,"영화를 보는내내 가슴이 답답했습니다. 검찰의 타겟이 되면 평범한 사람도 죽음으로 내몰릴 수 있겠구나하는 생각과 동시에, 저들의 왕국이된   대한민국은 이제 어떻게 될 것인가! 몸서리가 쳐집니다.비단 조국 전 장관만이 아니라없던 죄를 만들고, 마땅히 처벌되야 하는 범죄자임에도 불구하고 무죄로 만들거나 덮어주는, 갖은 위법한 행위들을 언론과 유착하여 자행하면서도 당당한 저들을 보면서 국민이 진실인지 아닌지 구별하는 해안을 가지고 깨어있어야 한다는 절박함을 갖게됩니다그대가 조국! 은 바로 내가 조국! 입니다",10
찬실이는 복도 많지,찬실역 배우님 연기 좋습니다.드라마 서른아홉에서도 참 좋았는데...,10
어부바,"올만에 쉬는 날 영화 &amp;#39;어부바&amp;#39; 보고 왔는데, 잔잔한 감동이 있어 좋았어요.저예산 독립영화이다 보니 배우들의 연기력이 조금 아쉬웠지만 작품에 몰입해 영화를 보고 있으니 감동도 있고 가족애가 느껴져 눈물이 났네요. 잘 보고 왔어요.",10
그대가 조국,평범한 사람도 검찰의 먹잇감이 되면 어떤 수모를 겪는지 알수있다 내 일이 아니라고 치부하지만 검찰공화국이 진행된 상태에서 내 일이 될수도 있다,10
그대가 조국,감동적 영화. 국민이 얼마나 선동에 잘 속을수 있는지를 보여주는 국민 계몽 영화. ,2
오마주,"이정은배우 연기 너무 좋다. 재미는 모르겠지만 잔잔한 감동과 울림이 있다. 옛 영사기 화면, 필름, 극장, 다방..여러 감정이 교차했다",8
"지금, 만나러 갑니다",솔직히 재밋는지 잘 모르겠습니다뭔가 현실적이지 않아서 몰입이 되질 않았던거 같아요,2
그대가 조국,"홍수처럼 쏟아지던 조국 관련기사를 보았던 대한민국 국민이라면,  꼭  들어보아야 마땅한 이야기!!  검찰,언론의 광기 속에지금껏 버텨 온 조국전장관님과함께 연대해주시는 분들의 모습에 고맙고 안타까워 눈물이 납니다.   터널의 끝을 기다리며 응원합니다.그 끝에 반드시 명예회복과 새롭고 찬란한 삶이 함께 하리라 믿습니다.그 때까지 부디 건강하세요. ",10
쏴!쏴!쏴!쏴!탕,"어휴... 이건,또 뭐람..",1
그대가 조국,정말 어이가 없네요..,1
러브 액츄얼리,우울할때 보면 기분 좋아지는 영화 같아요-전 여름에 비 올때도 생각나서 보기도 하는데 여름에 보는 크리스마스 영화와 음악이 묘한게 재밌어요^^ 일년에 3번 이상은 보는 영화인데 평점에 안좋은 댓글이 많네요;;;  저는 애정하는 영화입니다! ㅋㅋ,10
그대가 조국,그대가 진정한 구라꾼이다,1
1984 최동원,꼴데는 싫지만 최동원은 좋다,9
범죄도시2,강한잔인함을 느끼게 해주는 탄탄한연기력과촬영기술에 존경을 표합니다,9
그대가 조국,우리가 윤석열을 믿을수있는가?검찰공화국!!!,10
그대가 조국,"조국이라는 인물이 검찰개혁을 위한 역할 을 맡으면서 생겨난 사실적인 내용을 시간적흐름으로 전달받았습니다.내가 살고있는 세상의 부당함을 절감했고 한 동료교수와 주변의 지인, 전문가들의 증언이 벽에 부딪히는 모습을 봤습니다.역사에 기록될 진정한 판결이 이루어 지길 소원합니다.언제라도 재심이 이루어지기까지 기다려 주고싶은 진심에 감동했습니다.끝까지 내가 살고있는 세상이 힘의 논리가 아닌 사실대로 전해지고 그 정보로 판단할수 있기를 기대합니다.무서운 세상이 큰힘으로 움직이고 있다는것을 알것같습니다.조금 더 견뎌서 누구나 이해되는 세상이 만들어지길 기대합니다.모두 바로잡아질때까지 끝까지 버텨주세요.",10
마이너리티 리포트,20년 뒤에 봤는데도 개꿀잼,10
그대가 조국,꼭 보셔야 합니다~~~ 제발...,10
범죄도시2,보는내내 흥미진진 했고 액션씬이 속이 다시원 했습니다.,10
그대가 조국,지켜주지 못해 미안합니다..,10
스토커,뜬금없는 결말이였지만 스토리는 나름 괜찮았다..,6
안녕하세요,아주 오랜만에 영화 보면서 감동 받았네요 가슴에 와닿는 대사들이 많아서 좋았습니다 ,10
범죄도시2,"구관이명관...,.",6
더 길티,"911판 맨프롬어스. 역시 질렌할의 연기는 압권. 보고 듣다가, 내가 신경쇠약 걸리는줄...ㅋ",8
그대가 조국,최하줄수있는게 없네 1점도아까운데이거보는사람 주위에있으면 손절이답이다 ㅋㅋ,1
그대가 조국,제가 알기론 조국 씨 일가가 유죄판결로 아직도 법정싸움 중인 거로 아는데. 이런 사람을 쉴드하고 미화 하려고 영화를 만들어? 진짜 대한민국 갈 때까지 갔네.,2
그대가 조국,심각한 방식의 영화 매번 이런식으로 영화만드네,1
범죄도시,한반도에 중국인이 사라지는 그날까지,8
그대가 조국,응  1점도 고맙다해라ㅋ  별~~~ㅋㅋㅋ&amp;gt;&amp;lt;,1
취권 2,전편보다 뛰어난 속편 중의 하나. 모든 부분에서 완벽하다. 최고의 엔딩까지!! 띠리리 띠띠리~♡,10
범죄도시2,코로나오픈발이 좀 있네요,8
그대가 조국,나는 조국을 믿지만.. 검찰 수사나 법원의 판결이 편견 없이 이루어졌다고 치자.. 근데 몇십 배 더 많은 의혹과 혐의가 있는 사람들은 기소는 둘째치고 수사도 안 하고 있는 것에 분노를 느낀다..,10
피는 물보다 진하다,우와 평점높아서 봤는데 20분정도 보고 바로 나왔네요 그냥 한번 보세요ㅠ 그냥 웃음 나와요 ㅎㅎㅎ,1
악마를 보았다,너무너무 재미짐 마지막은 속이 통쾌,10
피는 물보다 진하다,잔인하지만 킬링타임용인듯요 ㅋㅋㅋ액션은 솔직히 좀 볼만해뜸,10
레드 노티스,재치있는 유머와 액션 추격신 시간 가는줄 몰랐다 정말 재밌었다,8
그대가 조국,답답함과 울분속에서 영화를 보았다.윤석열과 그 검찰이 어떻게 조국을 무너뜨렸는가를 지켜보는게 힘들었다.그리고 지금은 검찰공화국이 되었다.검찰과 언론이  한패가 되어 날뛰는 꼴을 오늘도 보고있는 현실속에서 절망을 해야할지 외면을 해야할지 모르겠다.그러나 마음이 아프더라도 현실을 외면하지는 말자는 다짐을 한다.과거의 역사를 기억해보면 부정한 권력일수록 많은 국민들이 깨어있지 않기를 바란다는 것을 알기에 이를 악물고 깨어있어야 한다고 생각한다.많은 사람들이 이 다큐를 통해서 언론과 검찰의 광기를 알기를 바란다 ,9
범죄도시2,이거 재밌단 놈들 다 알바라고 생각하겠음. 1편이 훨씬 100만배 나음.,2
범죄도시2,믿고있었다구 마형사!,10
그대가 조국,작업들어간거 역겹다 좌좀들아,1
그대가 조국,마음이 아파  영화관을 나와서  하염없이걸었습니다정의로운 조국님과 가족이 당한 피눈물이마음에 맺혀 아름다운 5월을 맘껏 즐길수가 없습니다언젠가 진실은 반드시 승리하리라 믿습니다,10
그대가 조국,흩어져있던 사건을 영화를 통해 정리해두니사건의 본질이 더 잘 보이는 영화입니다 검찰과 사법부 그리고 언론이 한 가족을 어떻게 사냥하는지를 잘 보여주는 영화이며 앞으로 이런 다큐와 영화가 더 많이 나와주기를 바랍니다,10
바닷마을 다이어리,영화가 정말 이쁘고 사랑스럽네...,10
그대가 조국,공산당 영화냐? 평점이 뭐 9.92??,1
그대가 조국,꼭봐야 할 다큐멘터리 입니다.,10
그대가 조국,감동적인영화입니다 모두보시면좋겠네요,10
그대가 조국,최근 상처 입고 뒤돌아 섰던 마음을 되돌려 세운 영화...OTT 및 공중파 필수 방영 작품!!!,10
범죄도시2,1에 극한직업 20%가미된 조금 가벼워진 재미. 1이랑 비빌건 아니고 조금 연령대를 낮춰서 넓힌느낌.그래도 손석구 연기가 꿀잼!,8
그대가 조국,조국은 후세 역사에 검찰 개혁에 앞서다 희생된 위인으로 남을 것이다.,10
그대가 조국,조국이 그대 영화를 보기전까지는 조국이란 분에대해 잘모르기도 하고 기사에 서 봤던 기억들로 어렴풋이 나쁜사람인가 보다 생가했었는데 영화를 보고 깜짝놀랐습니다. 사람이 저렇게 억울하게 죄인으로 사냥당할수 있다는 생도들고 진실을 알기위해 많은 관심을 갖고 알아야 가짜뉴스에 속지 않겠다고 생각하게 되었다.,10
범죄도시2,장첸을 뛰어넘을 수 있을지.. 그다지 기대는 안했었는데...손석구 꿈에도 나올 것 같다연기가 미쳤다.개인적으로는 전작보다 좋았다.,10
그대가 조국,문빠 조빠들만 보니 평점이 9.9지 ㅋㅋㅋ아직 조국의 강을 못건너는 사람들...조국 수사가 부정하다고 생각하면 박그네/최순실/정유라 부터 부정이라고 인정해라,1
범죄도시2,잼ㅅ어여 꼭보세여굿굿굿굿,10
그대가 조국,그대가 조국2: 클레멘타인의 위기 제작 바랍니다,1
모비우스,재미있는데 평점 왜이럼?2편 빨리 나와라,10
그대가 조국,검찰을 두려워하는 자는 범죄자 뿐이다. ,2
범죄도시2,"나름 재밌게 봤는데, 극 초반에 형사들 발연기가 많이 거슬렸다.",6
그대가 조국,팩트 조국 과 추미애가 수사권으로조지고 덮은일이 윤석열이 지지율오르게된 이유다.,2
그대가 조국,"역사는 오늘을 평가할 것이고, 순리데로 벌을 받을것이다.",10
캐리비안의 해적: 죽은 자는 말이 없다,"캐리비안의 해적은 제가 본 시리즈중 가장 재밌고,화면 연출이나 컨셉등..모든게 최고인 영화라고 생각합니다ㅠㅠㅜost는 일단 안말해두..최고구",10
범죄도시2,장희수가 차 운전하다가 급정지할때 오른팔로 사모 앞 막아준거 넘 설렘♡,10
중경삼림,조금 난해하지만 뭔가 계속 생각이 나는 영화,8
범죄도시2,오락영화로 지루함없이 잘 봤네요.,7
그대가 조국,김앤장 로펌과 대한민국 이라는 영화는 2탄으로 만들어 질 듯 하다.,10
모가디슈,너무 재밌게 잘 봤습니다 굿굿,10
범죄도시2,잔인하지만....중간에 코믹하기도함 ㅋㅋㅋ근데...실화라니 무섭네용..,10
범죄도시2,개그적 요소가 많음 개인적으로 손석구 배우님이 아주 매력적으로 나옴,10
그대가 조국,이런 영화는 만들지 말아야합니다,1
범죄도시2,마동석이 펀치를 날린다. 콰직!! ,10
범죄도시2,볼만합니다,8
범죄도시2,재밌어요! 완전 강추!!,10
그대가 조국,검찰의 속내를 낱낱이 볼수있었습니다. 너무 뻔뻔하네요. ,10
범죄도시2,진짜 개존잼 장첸 앖어서 아쉬울거같았는데 손석구 와... 대박이었음,10
범죄도시2,오랜만에 재밌게 본 영화!!! ,10
그대가 조국,광기가 뭔지 보려면 이 영화를 보라 ,1
신비한 동물들과 덤블도어의 비밀,나름대로 볼만 합니다.,10
닥터 스트레인지: 대혼돈의 멀티버스,완다비젼을 보고 난 후 영화를 보면 별 하나는 자연스럽게 더 추가됨,10
그대가 조국,아니 이딴게 영화? 조국의 방배삼익 재건축 매수기 다큐가 훨씬 흥미롭겠다. ,1
그대가 조국,"그대가 조국.그대가 피의자.검사,판사 맘대로.썩은나라의 현실 ㅠ",10
범죄도시2,장이수 괴롭히니 재미있네ㅋ,10
세자매,세자매보고 펑펑 울어보았습니다 인물마다 모두 다른 캐릭터가 확실히 부각되어 잘 표현되었고 특히 김선영배우님-첫째 어찌! 딸애가 반항하는 상황에서 자기 아프다는 그 표현을 억제와 짓누름으로 큰소리도 없이 엄마와 첫째라는 두 입장을 고스란히 표현하셨는지 어찌! 이런 명연기가..! 눈물이 났던건 우리 어릴때는 보통 그랬으니깐...그 전쟁같았었던 기억을 품고 자라서 우린 또 똑같은 전쟁같은 각자의 삶을 살고있으니 너무 공감되서요ㅜㅜ,10
신비한 동물들과 덤블도어의 비밀,내 시간 돌려내 .. 심하네,1
그대가 조국,"그대들도 언제든지 조국이될수있다. 똥후니,썩열이는 조국가족을 사냥했고 지금까지 고통속에 살고 있다. 많은 분들이 영화를 보고 검사들이 어떻게 피의자를 만들고 정말 21세기에 대한민국에서 이런 일이 일어났는지 알아야합니다 조국가족 힘내라",10
사이버 지옥: N번방을 무너뜨려라,충격적이에요.. 이런 일이 있었다는 게 정말 놀랍네요,10
그대가 조국,"살면서 영화보고 이렇게 화가 난 적은 처음이다. 뉴스만 보고 &amp;#39;정경심이 잘못했구나&amp;#39; 하고 생각한 내 자신이 한심스러웠다. 그리고 검찰에 누구라도 잘못보이면 ㅂㅅ될 수 있는 세상에 살고 있다는 사실에 경악했다.검찰의 조작과 오류가 그대로 드러났음에도 유죄가 될 수 있음에 소름이 끼친다. 마치 한 몸처럼 움직이는 야당, 언론, 검찰에 분노를 참지 못한다. 악플 다는 인간들. 당신은 조국처럼 영향력을 가진 사람이 될 일이 없겠지만 혹시 아나? 당신도 어느 날 검사한테 잘못 찍히면 죄인되는 건 시간문제다. ",10
범죄도시2,범죄도시1도 재밌어서 재방자주봤는데 캐스팅진짜찰떡이에요 졸잼,10
오마주,영화 좋네요 한국 최초 여자감독 멋집니다 그리고 안타깝네요 이정은 탕준상 권해효 배우들의 현실 연기도 좋았습니다,10
범죄도시2,1보다 개인적으로는 더 재밌는듯,10
모비우스,특히 배에서 유치한 CG가 ... 돈 좀 들이지 ㅎㅎ CG 때문에 급 유치해짐. 튀어나올까봐 쫄려서 그렇지 하나도 안무서움. ㅎㅎ 예고편 기깔나게 만드는 정성을 작품에 더 잘 쏟아주길! 그래도 재밌었음. ^^ 망작까지는 아님! ,8
그대가 조국,"검찰의 표적수사와 기득권의 시녀가 된 언론..그들이 짜놓은판을 그대로 믿으며 분노하는 국민들 이나라에 공정과 상식은 이미 죽었다 검찰공화국의 시작을 제대로 보여준 영화... 더 많은 사람들이 보고 검찰의 표적수사가 얼마나 무서운지, 검찰개혁의 필요성에 느끼면 좋겠다",10
피는 물보다 진하다,"자 알바 걸르는 방법 1. 말끝마다 ( . , ! ~ ) 붙이면 무조건임 국룰ㅋ2. 아무도 안물어봤는데 ㄹㅇ평론가 납셨음3인칭 화법",2
그대가 조국,대한민국 국민이라면 봐야합니다,10
범죄도시2,꿀잼 두번 봄 꼭보세용여요,10
그대가 조국,얼마나 억울하고 마음이 무너졌을지...너무 가슴아프고 고맙습니다.반드시 진실은 밝혀집니다.더디 흐르는것 같지만 그 헌신의열매가 반드시 맺어질것이고 가족분들의 명예도 꼭 회복 될 것입니다. 잊지 않고 끝까지 함께 할테니 힘내십시오!,10
범죄도시2,역시 마동석 오랜만에 극장가서 봤는데 넘 재밌어요,10
이집트 왕자,이 영화를 보고 예수가 배신과 혼돈을 관장하는 신이라는 걸 알게 되었습니다. 무신론자분들 시간이 아깝지 않다면 보십시오. ,1
그대가 조국,대한민국은 오래전부터 검찰공화국이었다. 견재받지 않는 절대권력에 도전한 조국장관은 그 권력을 국민한테 되돌려주기위해 자기를 희생했다. 국민모두가 조장관의 희생을 기억하는날이 오길 기대한다.,10
매트릭스: 리저렉션,매트릭스 3부작은 신선한 충격이었으면 걸작에 가까웠다고 생각하는데 이거 4편은 감독이 과연 무엇을 말하고 싶은건지 이해를 못하겠음 같은 감독이 맞나 싶습니다,4
그대가 조국,"보는동안 맘이 너무 아팠어요, 그래도 진실을 알릴려고 노력해주시는 분들이 있어 든든했습니다. 한가정을 무참히 부셔버린 그런 사람이 대통령이 됐다는 사실이 너무 분하네요. 조국님 빛이 되어주세요.",10
럭키,노무 재밌게 봤습니다. ,10
범죄도시2,재밋엇어요~ ㅇ~~~,10
서울괴담,걍 시간떼우기 용으로 볼만합니다. 맨 처음에 화살촉 나오네요 ㅋㅋㅋ 그 이후로는 아이돌들. 연기는 그럭저럭 봐줄만 하고 내용도 뭐... 쏘쏘합니다. 이쁜애들이 많이 나와서 눈요기가 될 뿐?! 그 이상도 그 이하도 아님.,6
쓰리 빌보드,설명이나…평점…무의미하다 보고 느끼고 간직하시길 이런 감상을 말로 표현이… 보세요 후회는 없을 작품!!!! 요,10
오마주,감동적이었어요 ㅠㅠ 진짜 강추입니다,10
그대가 조국,최악의 영화입니다...,1
범죄도시2,와우 1편을 뛰어넘는 대작이네요~ 보는내내  긴장감 스릴 넘쳤습니다. 간만에 영화다운 영화보고갑니다,10
그대가 조국,진실은 역사에 남겨집니다~우리가 기억하고 전해야합니다,10
닥터 스트레인지: 대혼돈의 멀티버스,흥미진진 화려한그래픽과 액션연기 재미있게 봤습니다.,8
그대가 조국,대깨문들 평점 보소. 정신들 차려라. ,1
수퍼 소닉2,기대했던거보다 더 재미있어요.,8
그대가 조국,"검찰이 어떻게 죄를 만들고, 입맛에 맞게 사건을 조작하는 지를 알 수 있습니다.10년 20년후라도 꼭 다시 법앞에  이 사건이 제대로 밝혀져서 검찰은 부끄럽지 않았는 지, 꼭 묻고 싶네요.한 개인과 가족에게 그들은 무슨 짓을 한 건가요.",10
범죄도시2,재밌다길래 기대하고 봤는데 실망 1도안함. 오히려 1보다 재밌게 본거같아요. 타격 사운드도 좋고~!,10
그대가 조국,인생을 살면서 누구나 꼭 한번 꼭 봐야할 영화입니다. ,10
니 부모 얼굴이 보고 싶다,출연진도 좋았고 배우들의 연기또한 좋았지만 반전이 좀 부족했던거 같다 부모로써 다시한번더 생각해볼만한 나름 수작이었지만 다른 영화때문에 묻힌거 같아 안타깝고 아직까지 한국의 여성들은 사회적 약자에서 벗어나지 못하는거 같아 안타깝다.,9
그대가 조국,대학교수나 되서 문서 위조나 하고 앉아있는 잡범에게 감동받을 일이 있을까요?,1
닥터 스트레인지: 대혼돈의 멀티버스,호불호 갈림,8
범죄도시2,시원한 액션에 듬성듬성 코메디.여름에 딱이다!!!,10
범죄도시2,"3,4 계속 기대되요. 대박나세요.",10
그대가 조국,민주당이 폭망한 이유.,1
리본,우연히 검색됐는데 관객수한명 어떻게찍혔냐,10
범죄도시2,약간의  억지쓰러움 만  없었다면~~~ 여튼  너무 재미났음~~,9
그대가 조국,ㅋㅋ웃음만나오네 좌파식 감성팔이,1
범죄도시2,전편 못지않게 묵직하고 화끈한 마동석의 펀치,7
범죄도시2,장이수 그만 괴롭혀,10
범죄도시2,1편과는 다른 새로운 재미+웃음 포인트~~ 집중할 수밖에 없었음! 믿고보는 마동석과 손석구! ,10
범죄도시2,극강의 남성 마초 영화. 진짜 최고다!,10
닥터 스트레인지: 대혼돈의 멀티버스,좀 스토리가 복잡한건 있었지만 볼거리와 재미만큼은 최고,8
범죄도시2,너네 누군자 아니? 하얼삔 장첸이야 이 개xx야,10
닥터 스트레인지: 대혼돈의 멀티버스,너무 너무 재밌었어요  최고~!,10
그대가 조국,애써 외면해왔던 사실을 영화로 보니까 너무 가슴이 아프고 스스로 부끄러웠습니다..너무 많은 것들을 모르고ㅠ살았구나ㅠ하고요..더 슬픈것은 아직 끝나지 않았다는게 너무 절망적이더라구요 하..,10
범죄도시2,"아 진짜 믿고보는 범죄도시,, 개웃김!!",10
신비한 동물들과 덤블도어의 비밀,기대했는데 아쉬움이 많은 시리즈. 기억에 안남을거 같음,7
미션 임파서블: 폴아웃,1편이후 최고의 편Tv에 나오면 그냥 바로계속봄스턴트없는 액션이 진짜 소름,10
와이키키 브라더스,이얼님의 명복을 빕니다 ,10
범죄도시2,솔직히 이정도면 후속작이 1탄보다 재밌다고 볼 수 있지 않음? 이런 경우 드문데,9
그대가 조국,배우 분 연기력이... 엄청납디다ㅎㅎ,1
그대가 조국,조국 전장관님 미안하고 고맙습니다.검찰과 언론이 부패한 나라는 희망이 없다.,10
닥터 스트레인지: 대혼돈의 멀티버스,12세 이용가는 양심없으므로 괘씸 1점 감점,8
그대가 조국,담백 그리고 진실의 다큐멘터리 ,10
어부바,"배경이 부산이라,,,, 봤는데정준호 최대철 말고는 다 처음보는 연기자들이고,,,, 아역들은 연기 개판이고쪼매 슬픈것도 있지만유쾌한 코미디는 아닌것 같다,,,웃긴 부분이 전혀없다정준호와 최대철이 아깝다",1
닥터 스트레인지: 대혼돈의 멀티버스,단지 마블팬들만을 위한 작품. 마블을 처음 접하거나 마블세계관에 이해도가 없는 분들에게는 재미를 떠나서 이해가 안되는 작품일것.,9
배드 가이즈,상당히 재밌게  봤어요 우리애도 좋아해요,10
닥터 스트레인지: 대혼돈의 멀티버스,진짜 볼만했습니다 ^^,10
범죄도시2,손석구라는 배우 여기 영화에서 처음 봤는데 진짜 저런 일 하는 사람인 줄 알았다...개무서웤ㅋㅋ연기너무 진짜같이 잘함ㅋㅋ,8
그대가 조국,꼭 추천합니다진실은 밝혀집니다,10
범죄도시2,잔인해서 눈감기도 했지만 짱 재밌어요 추천 ,10
우연과 상상,영화 참 좋아요,8
오마주,기대보다 더 재밌었고 잔잔한 웃음과 함께 영화의 시대적 흐름과 여성 영화인들의 애환도 느낄 수 있어서 좋았어요.,8
이터널스,걍 노잼.. 영화관에서 안 보길 잘했다 싶고.. 집에서 보는데도 다 못 보겠다. 지루함,1
범죄도시2,석구 운동한 보람이 있고 웃기는게 좋긴 하지만 아예 본이나 미션임파서블 처럼 지금이 10중에5 웃기는거라면 10중에1에서1.5 정도만 웃기고 진 액션 영화로 만들어도 먹어줄듯,8
범죄도시2,역시는 역시다 최고-/:;()?&amp;@&amp;#34;.,10
안녕하세요,감동포인트가 있어요. 연기도 좋고 뻔한 주제 같지만 죽음은 뻔한 게 아니잖아요. 많이 울고 카타르시스를 느끼고 주위를 돌아보게 해주어서 좋았어요.,8
사이버 지옥: N번방을 무너뜨려라,피해자를 존중하는 연출방식과 가해자를 처벌해야 한다는 기본 상식에 충실한 작품. 모든 사람이 보아야 한다.,9
범죄도시2,연기와 액션이 잘 어울림,10
범죄도시2,3년만에 극장갔는데 너무 재밌었어요.,10
그대가 조국,재미없음..감성팔이,1
범죄도시2,마동석이 마동석 하는 영화 장이수도 웃기고,10
그대가 조국,조국이라 쓰고 내로남불이라 읽는다,1
그대가 조국,이젠 국민이 이런 선동에 안넘어가요 ㅎ조국씨 덕분에   정권교체가  쉬웠어요 ~고마워요  ~ 추미애 씨도 활팅 ㅎ ,2
그대가 조국,영화를 보다가이번정부에서 동양대가 대학혁신지원사업에 추가선정 되었다는 기사가 계속 생각나네요,10
플레이그라운드,개봉전부터 기대했었어요 명작이네요.,9
닥터 스트레인지: 대혼돈의 멀티버스,음표 유치뽕짝 나머지 잼잼잼잼,9
범죄도시2,이런게 속편이지!!  솔직히 장첸 없어서2가 재밌을까 싶었는데  손석구가 메꿔준다ㄷㄷㄷ,10
신비한 동물들과 덤블도어의 비밀,실망한 시리즈 매력적인 면을 보여주지 못했음,7
그대가 조국,언론조작 검찰조작 보는내내 소리지르고 싶었음,10
범죄도시2,진짜 너무재밌게 봤습니다  보는내내 행복했어요,10
